Identifier,Title,Description,Award Date,Amount Awarded,Funding Org:Identifier,Funding Org:Name,DocumentWeight
360G-blf-0030063914,Cybercoach,The school will use the grant to purchase a CyberCoach system.,2013-05-01,7196.0,360G-blf,The Big Lottery Fund,0.0448328536921
360G-dulverton-006D000000MJrOd,Ngeteti School,Ngeteti School,2008-05-08T00:00:00+00:00,35000.0,GB-COH-07991677,The Dulverton Trust,0.0448328536921
360G-blf-0031042464,Bower School 40th Celebrations,Bower School 40th Celebrations,2016-11-16T00:00:00+00:00,4050.0,360G-blf,The Big Lottery Fund,0.0448328536921
360G-Walcot-0068000000zgp5FAAQ,The Norwood School EFT - Brecon Beacons - Acorn Adventures,The Norwood School EFT - Brecon Beacons - Acorn Adventures,2016-01-13T00:00:00+00:00,2500.0,GB-CHC-312800,Walcot Foundation,0.0448328536921
360G-phf-28340,Campus Free school development work,A grant to The Foyer Federation for Campus Free school development work,2014-04-15T00:00:00+00:00,10000.0,GB-CHC-1102927,Paul Hamlyn Foundation,0.0448328536921
360G-blf-0031009422,School's Out,Not Available,2014-05-28,8775.0,360G-blf,The Big Lottery Fund,0.0448328536921
360G-blf-0031005902,Springboard Nomadic Circus School,Springboard Nomadic Circus School,2014-03-17,1854.0,360G-blf,The Big Lottery Fund,0.0448328536921
360G-blf-0031017182,Birkby Extended School Project,Not Available,2014-12-10,6640.0,360G-blf,The Big Lottery Fund,0.0448328536921
360G-blf-0031027193,Cookery School,Cookery School,2015-09-24T00:00:00+00:00,4680.0,360G-blf,The Big Lottery Fund,0.0448328536921
360G-nesta-0062400000C4coZ,AC00514,Longitude Explorer programme grant to Churston Ferrers Grammar School Grant Ref AC00514,2016-01-11T00:00:00+00:00,5000.0,GB-CHC-1144091,Nesta,0.0448328536921
360G-CFTyneWearNland-160129,Towards Continuation of schools programme,Towards Continuation of schools programme,2015-06-09T00:00:00+00:00,5000.0,GB-COH-02273708,Community Foundation serving Tyne & Wear and Northumberland,0.0448328536921
360G-blf-0031010878,Golf as an after school activity,Not Available,2014-06-19,600.0,360G-blf,The Big Lottery Fund,0.0448328536921
360G-blf-0031014307,Ready for School Project,Not Available,2014-09-23,193802.0,360G-blf,The Big Lottery Fund,0.0448328536921
360G-RobertsonTrust-006b000000LEquIAAT,Stoa Saturday School,Stoa Saturday School,2016-11-22T00:00:00+00:00,8500.0,GB-SC-SC002970,The Robertson Trust,0.0448328536921
360G-blf-0031009108,After School Nurture Group,Not Available,2014-05-21,9980.0,360G-blf,The Big Lottery Fund,0.0448328536921
360G-HeartofEnglandCF-A419948,Grant to Blue Coat School,Grant to Blue Coat School,2016-09-01T00:00:00+00:00,2000.0,GB-CHC-1045304,Heart Of England Community Foundation,0.0448328536921
360G-blf-0031023794,Borrodale School Development,Borrodale School Development,2015-06-24T00:00:00+00:00,23108.0,360G-blf,The Big Lottery Fund,0.0448328536921
360G-dulverton-006D000000MJrG4,Towards Simba School,Towards Simba School,2006-05-11T00:00:00+00:00,30000.0,GB-COH-07991677,The Dulverton Trust,0.0448328536921
360G-blf-0031049730,IGBU Saturday School,IGBU Saturday School,2017-05-31,9758.0,360G-blf,The Big Lottery Fund,0.0448328536921
360G-blf-0031010523,School's Out - Peebles,Not Available,2014-06-24,10000.0,360G-blf,The Big Lottery Fund,0.0448328536921
360G-nesta-0062400000cRQiJ,AC00702,Longitude Explorer programme grant to Warwick School Grant Ref AC00702,2017-10-04T00:00:00+00:00,1000.0,GB-CHC-1144091,Nesta,0.0448328536921
360G-blf-0031014861,School Readiness Project,Not Available,2014-10-06,225000.0,360G-blf,The Big Lottery Fund,0.0448328536921
360G-blf-0031017873,shine@marner Saturday School,Not Available,2015-01-07,10000.0,360G-blf,The Big Lottery Fund,0.0448328536921
