Funding Org:Name,Date,DocumentWeight,Amount Awarded,Identifier,Topic
Birmingham City Council,2014,0.157648225462,5670.0,4,topic13
Birmingham City Council,2015,0.11970634544,24002.0,3,topic13
City Bridge Trust,2016,0.143656341072,6000.0,3,topic13
City Bridge Trust,2017,0.0425824940609,890.0,1,topic13
Co-operative Group,2017,0.636135302568,41568.9,16,topic13
Comic Relief ,2015,0.0603268064012,74021.0,1,topic13
Comic Relief ,2016,0.126697572584,119666.0,3,topic13
Community Foundation for Surrey,2016,0.0789167517259,6000.0,2,topic13
Community Foundation serving Tyne & Wear and Northumberland,2015,0.0603268064012,1000.0,1,topic13
Community Foundation serving Tyne & Wear and Northumberland,2016,0.16984823057,10464.0,4,topic13
Community Foundation serving Tyne & Wear and Northumberland,2017,0.16981112799,28294.0,4,topic13
Esmée Fairbairn Foundation,2011,0.046940027884,450000.0,1,topic13
Essex Community Foundation,2016,0.0364563411861,4305.0,1,topic13
Gatsby Charitable Foundation,2013,0.0522866027568,1250000.0,1,topic13
Gatsby Charitable Foundation,2017,0.0417150955746,1500000.0,1,topic13
Heart Of England Community Foundation,2016,0.0887590120554,1500.0,2,topic13
Heart Of England Community Foundation,2017,0.0379772567735,4902.48,1,topic13
Indigo Trust,2001,0.039815897092,75000.0,1,topic13
Indigo Trust,2005,0.0603268064012,93750.0,1,topic13
Joseph Rowntree Charitable Trust,2017,0.0510617985798,32000.0,1,topic13
Lloyds Bank Foundation for England and Wales,2010,0.346482948564,160500.0,9,topic13
Lloyds Bank Foundation for England and Wales,2011,0.253156613729,189700.0,6,topic13
Lloyds Bank Foundation for England and Wales,2012,0.400395512452,229400.0,10,topic13
Lloyds Bank Foundation for England and Wales,2013,0.072367493574,58800.0,2,topic13
Lloyds Bank Foundation for England and Wales,2014,0.0363071614086,28250.0,1,topic13
Lloyds Bank Foundation for England and Wales,2017,0.0387710778476,15000.0,1,topic13
London Catalyst,2012,0.204814819755,4550.0,4,topic13
London Catalyst,2013,0.320735966231,6400.0,6,topic13
London Catalyst,2014,0.166842847998,3800.0,3,topic13
London Catalyst,2015,0.265141626156,5550.0,5,topic13
London Catalyst,2016,0.15862558456,4200.0,3,topic13
London Catalyst,2017,0.418514718109,17250.0,9,topic13
Northern Rock Foundation,1999,0.12060847398,79430.0,3,topic13
Northern Rock Foundation,2002,0.0732852219807,29982.0,2,topic13
Northern Rock Foundation,2005,0.0356154653713,60000.0,1,topic13
Northern Rock Foundation,2007,0.0405423328221,20000.0,1,topic13
Oxfordshire Community Foundation,2017,0.0603268064012,20000.0,1,topic13
Paul Hamlyn Foundation,2006,0.0381401887179,3129.4,1,topic13
Paul Hamlyn Foundation,2009,0.0411064757492,3312.0,1,topic13
Paul Hamlyn Foundation,2014,0.0365248202974,135563.0,1,topic13
Power to Change ,2016,0.0370889482967,65675.0,1,topic13
Quartet Community Foundation,2016,0.199741095559,5790.0,4,topic13
Quartet Community Foundation,2017,0.223592998916,14015.0,5,topic13
Quartet Community Foundation,2018,0.0751581535742,5500.0,2,topic13
Scottish Council For Voluntary Organisations,2017,0.0379719717574,1000.0,1,topic13
Seafarers UK,2017,0.0364657575397,4500.0,1,topic13
Sport England,2009,0.0436442077488,10000.0,1,topic13
Sport England,2010,0.0364456688291,450000.0,1,topic13
Sport England,2011,0.0830819878355,1245600.0,2,topic13
Sport England,2012,0.072956993076,53800.0,2,topic13
Sport England,2013,0.115687223211,53665.0,3,topic13
Sport England,2014,0.0794692396385,12964.0,2,topic13
Sport England,2015,0.0360092683438,68150.0,1,topic13
Sport England,2016,0.0780292085715,140000.0,2,topic13
Sport England,2017,0.0357544653858,1314.0,1,topic13
