Identifier,Title,Description,Award Date,Amount Awarded,Funding Org:Identifier,Funding Org:Name,DocumentWeight
360G-blf-0030086118,Play and activity equipment,The project is the development of an outdoor play area for the community. The money is for outdoor play equipment.,2006-02-21,4956.0,360G-blf,The Big Lottery Fund,0.0498259662545
360G-blf-0031031653,Burnhaven Comes to Play,This school will use the funding for outdoor play equipment.,2016-02-23T00:00:00+00:00,10000.0,360G-blf,The Big Lottery Fund,0.0481784955448
360G-blf-0031018587,PROVISON OF PLAY EQUIPMENT,Not Available,2015-01-28,9970.0,360G-blf,The Big Lottery Fund,0.0477244618687
360G-SomersetCF-A408289,New play equipment,New play equipment.,2016-05-06T00:00:00+00:00,500.0,GB-COH-04530979,Somerset Community Foundation,0.0477244618687
360G-blf-0031027274,Vineburgh Playsafe Scheme,This group will use the funding for play area equipment.,2015-09-30T00:00:00+00:00,2500.0,360G-blf,The Big Lottery Fund,0.0477244618687
360G-blf-0031019620,Mendlesham Play equipment Project,Not Available,2015-02-25,9769.0,360G-blf,The Big Lottery Fund,0.0477244618687
360G-blf-0031007942,Play equipment for the U5s,Not Available,2014-05-01,2000.0,360G-blf,The Big Lottery Fund,0.0477244618687
360G-staples:STA757,Outdoor play equipment,Towards outdoor play equipment.,2016-11-29,3500.0,GB-CHC-1010656,Staples Trust,0.047462006378
360G-blf-0030068203,Outdoor Play Equipment,Outdoor Play Equipment,2013-07-03,6442.0,360G-blf,The Big Lottery Fund,0.047462006378
360G-blf-0031018876,Outdoor play equipment with soft tread flooring,Not Available,2015-02-04,10000.0,360G-blf,The Big Lottery Fund,0.047462006378
360G-blf-0031001352,Outdoor Play Equipment,Outdoor Play Equipment,2013-11-21,7631.0,360G-blf,The Big Lottery Fund,0.047462006378
360G-blf-0031010200,Outdoor play equipment,Not Available,2014-06-18,9975.0,360G-blf,The Big Lottery Fund,0.047462006378
360G-blf-0030079512,Play For All,The project is the development of an outdoor play area for the school and community groups. The money is for outdoor play equipment.,2008-08-19,4770.0,360G-blf,The Big Lottery Fund,0.0469329174379
360G-CFTyneWearNland-172189,"Towards Outdoor play area, ""The Play Patch""","Towards Outdoor play area, ""The Play Patch""",2017-03-10T00:00:00+00:00,5000.0,GB-COH-02273708,Community Foundation serving Tyne & Wear and Northumberland,0.0464939360801
360G-blf-0030023282,Outdoor Play,The project is to develop outdoor play through purchasing new equipment.,2008-12-11,2406.0,360G-blf,The Big Lottery Fund,0.0464561559702
360G-blf-0030058620,Investing in Play,"This is a project by a charity in Bracknell, Berkshire. The group will use funding to provide play equipment for children.",2010-10-07,4993.0,360G-blf,The Big Lottery Fund,0.0462706835488
360G-blf-0031019915,New Play Equipment for Children at Crofty Play Area and Picnic Furnitu,Not Available,2015-03-07,5000.0,360G-blf,The Big Lottery Fund,0.0462706835488
360G-blf-0031043571,Play equipment for babies and toddlers,This project is the installation of play equipment in the toddler play area.,2016-12-14T00:00:00+00:00,10000.0,360G-blf,The Big Lottery Fund,0.045650332576
360G-blf-0030081011,Gardd Blynyddoedd Cynnar,"The project is to develop the outdoor play facilities for the group. The money is for a summerhouse, shed, play and outdoor equipment.",2008-10-20,1929.0,360G-blf,The Big Lottery Fund,0.0453817467701
360G-blf-0030086768,Outdoor Play Equipment,The project is to enhance the outdoor play facilities for the group. The money is for outdoor play equipment.,2006-09-18,1096.0,360G-blf,The Big Lottery Fund,0.0453263783229
360G-blf-0030026256,outdoor play equipment,The award will be used to buy outdoor play equipment.,2005-10-19,2990.0,360G-blf,The Big Lottery Fund,0.0446964115359
360G-blf-0030069321,Play buddies,"The group will deliver a play project for disadvantaged children aged five to eight.  It will fund three dedicated play buddies to supervise play activities as well as indoor and outdoor play equipment.  The grant will fund outdoor play equipment, costs for three sessional play workers and indoor play equipmet.",2012-07-16,10000.0,360G-blf,The Big Lottery Fund,0.0446309947955
