Identifier,Title,Description,Award Date,Amount Awarded,Funding Org:Identifier,Funding Org:Name,DocumentWeight
360G-blf-0030010805,World Music and Arts Festival,"A project to stage an outdoor, one-day world music and arts festival in a park in Derby. The day will feature performances and workshops from artists and musicians from a wide range of ethnic communities.  Prior to the festival, the group will hold a series of public prepatory workshops in conjunction with local community groups. The grant will include funding for staging, equipment and publicity fees for the festival.",2007-06-19,9691.0,360G-blf,The Big Lottery Fund,0.028626963112
360G-blf-0030033792,There is no project name available for this record,The group will use the award to hold workshops as part of their annual 3 day arts festival. workshops; materials; volunteer expenses.,2004-06-17,4980.0,360G-blf,The Big Lottery Fund,0.0280585724333
360G-blf-0030010301,Haslingden Dance and Arts Festival,"This group community activities group will use an award for a project to set up an event with art, dance and sport workshops for all ages to be performed in a one day street carnival.",2007-07-20,6200.0,360G-blf,The Big Lottery Fund,0.0274504014848
360G-blf-0030028720,York Chinese New Year 06,The group provide an educational arts and music programme in York.  The award will fund a series of kite making workshops and a kite flying event as part of the York Chinese New Year Festival.,2005-12-14,5000.0,360G-blf,The Big Lottery Fund,0.0274163793456
360G-blf-0030011744,The World On Your Doorstep Music/Arts Festival,This project is to hold a music and arts festival in July 2007. The arts displays and dance workshops will reflect the wide range of the communities in the area.,2007-03-28,10000.0,360G-blf,The Big Lottery Fund,0.0273778070951
360G-blf-0031004421,DANCE WITH THE COMMONWEALTH,"The project will deliver a series of weekend music, dance and arts workshops showcaseing national dances from Commonwealth countries; music workshops will provide the chance to learn instruments native to other Commonwealth countries; while the arts workshops will allow participants to design and create costumes. Finally the project will hold a show in the Mitchell theatre with performances of dance and music by participants and artists and celebrating the diversity of the Commonwealth.",2014-02-14,10000.0,360G-blf,The Big Lottery Fund,0.0270487058208
360G-blf-AHF_1_010167224,60th anniversary festival,"Seymour Hill & Conway Community Network group will use an award to hold a programme of events over a week period to commemorate the 60th anniversary of WW2. This will include an exhibition day, creative arts workshops, a visit to WW2 sites, a VE Celebration Day, and a service of remembrance.",2005-07-22,7320.0,360G-blf,The Big Lottery Fund,0.0267038152399
360G-blf-A4E_3_010140675,Folk Dance and music festival,"A Turkish/Kurdish folk dance and music festival will be run for young people, with workshops and a showcase event to celebrate their cultural differences and improve their confidence.",2004-12-21,4795.0,360G-blf,The Big Lottery Fund,0.0266844183923
360G-blf-AHF_1_010167361,Cookery/ Dance and Music/ Hair and Make Up Workshops War time Theme,"A project to commemorate the events leading to the end of WW2 with the provision of a series of wartime workshops, a film of wartime experiences, an exhibition and celebratory event for the benefit of members of this group and the wider community based in Wigmore, Hereford.",2005-07-29,2165.0,360G-blf,The Big Lottery Fund,0.0263365992982
360G-blf-0030021981,Coastival - Outreach Programme,"This group will use an award to run a large scale arts festival in Scarborough. Activities will include outreach talks and art workshops for people of all ages prior to the festival, a lantern parade through Scarborough, music workshops and free music events during the festival.",2008-12-16,9650.0,360G-blf,The Big Lottery Fund,0.026271240762
360G-blf-0030037391,Music Festival,"This group promotes folk music, song and dance by providing events and activities at safe venues suitable for all. The project will provide a 2-day music festival of traditional folk music and dance with performances by professional musicians, singers and dancers. The event will also include traditional dance and music workshops. The award is for professional artists fees.",2005-04-15,5000.0,360G-blf,The Big Lottery Fund,0.0261845395143
360G-blf-0030021039,X-press dance and music workshops and children's arts and crafts workshops.,"A project by this arts group from Lambeth to run a series of workshops in a range of activities including soca dance, keep fit and costume design.",2008-04-22,9650.0,360G-blf,The Big Lottery Fund,0.0260985128884
360G-blf-0031004433,Bridge of Weir Primary Commonwealth Festival,"The project will run a Commonwealth themed programme of workshops in drama, dance, art, music and storytelling and pupils from nursery to primary 7 will be involved . Aboriginal arts and crafts and African drumming workshops, African dance workshops with live Djembe drumming, a whole day drama experience exploring the history and heritage of Scottish sport and the Commonwealth, professional storytelling and dance workshops developing themes of team spirit and cultural identity.",2014-02-14,2005.0,360G-blf,The Big Lottery Fund,0.0260477569349
360G-blf-0030026628,Black History Month Festival Day,"The project is to promote Afro-Caribbean culture by means of a festival day to be held in Colchester during Black History Month. The event will include an art exhibition, music and cookery workshops, dinner and dance.",2005-10-12,1960.0,360G-blf,The Big Lottery Fund,0.0259254063215
360G-blf-AHF_1_010165199,Commemoration Events,"Bradford on Avon Arts Festival Commitee will use an award to  produce a portfolio of work to commemorate the 60th anniversary of WW2, this will include the production of a film focussing on the impact of the war on Bradford on Avon, the creation of a 1940's dance band that will perform wartime dance at a special 'Tea Dance' event, and a commemorative evening of dance, drama, music, poetry and prose at a local Performing Arts School. The activities will be open to the local community.",2005-07-22,17906.0,360G-blf,The Big Lottery Fund,0.0259184369503
360G-blf-0030006769,Gate to Southwell Folk Festival,The award will enable this group to run a new folk festival to augment the existing 'Gate to Southwell' event. Music and dance workshops will increase skills and the festival will promote interest in the cultural heritage of the area.,2007-01-19,9968.0,360G-blf,The Big Lottery Fund,0.0258609261514
360G-blf-0030010586,Summer Music Festival 2007,"Deal festival of music and the arts will hold a two week summer festival in celebration of its 25th anniversary. This year the event will be significantly larger and will integrate all art forms into its programme of events including poets, international artists and local photographers.",2007-04-17,10000.0,360G-blf,The Big Lottery Fund,0.025700508266
360G-blf-0030012044,"Childrens Day - Folk Tales, Fairy Tales and Fables",Knaresborough Festival of Entertainment and Visual Arts will use funding to run a series of workshops and a story telling event. These activities will be part of The Childrens Day at Knaresborough Festival.,2007-04-30,2150.0,360G-blf,The Big Lottery Fund,0.0255385153941
360G-blf-0030048241,Two day event,"The group aims to create a variety of music projects encompassing a broad range of cultural traditions. The award will fund  a series of two-day long events of specially designed workshops, presentations, master classes and performances focusing on African and Turkish music.",2006-05-17,5000.0,360G-blf,The Big Lottery Fund,0.0254550505462
360G-blf-0030038289,Roman Invasion,With help from a Lottery grant this arts group will organise an arts heritage festival called 'Roman Invasion'. This one day event will include performances by music and drama groups and will offer a range of workshops for local people to get fully involved in.,2006-07-18,8250.0,360G-blf,The Big Lottery Fund,0.0254268966197
360G-blf-0030021011,Festival of Arts and Music for all the Community,"This Saltash group will hold a festival for the community to celebrate art, music and local culture. Activities will include drama, circus skills and dance.",2008-02-18,10000.0,360G-blf,The Big Lottery Fund,0.0253993103728
360G-blf-0030021269,The Big Moo Fringe Festival of the Arts MK,"This new group promotes and advances social inclusion in the arts of drama, dance, singing and music. The project will enable the group to hold an inter-disciplinary festival of the arts which will include workshops, exhibitions and performances.",2008-06-10,10000.0,360G-blf,The Big Lottery Fund,0.0253928737451
360G-blf-A4E_3_010157044,Building Bridges,"This group promote community involvement by organising community events. The award means they can run an intergenerational arts festival in their area. The festival will be followed up by a series of art workshops. marquee hire, workshops, obstacle course, insurance, refreshments, entertainment, puppet show.",2005-04-15,3461.0,360G-blf,The Big Lottery Fund,0.0252526533968
360G-blf-0030010738,Hailsham Arts Festival,"This project is to establish an arts festival in Hailsham, involving as many members of the local community as possible. The festival will have an international theme and run for two weeks with a variety of events including workshops, exhibitions, dance and music.",2007-06-12,5000.0,360G-blf,The Big Lottery Fund,0.0251678684007
360G-blf-A4E_3_010108502,Lymm Festival,"Lymm Festival is a annual event that gives the community an opportunity to come together and take part in the 10 day event. Throughout the 10 days there will be activities taking place which include visual arts, dance, drama, music, poetry, storytelling, environmental and local history events. This years programme will included new workshops in sculpture, odd socks national touring theatre company and a professional chamber orchestra.",2004-04-27,5000.0,360G-blf,The Big Lottery Fund,0.0251623569029
360G-blf-0030020376,Music on the Moat,"This arts group will use an award to hold a picnic and promenade arts event during the school summer holidays, for the local community. The event will include workshops led by musicians and public performances.The award will include funding for producer fees and expenses, press and marketing and artists.",2008-05-06,5000.0,360G-blf,The Big Lottery Fund,0.0249119484615
360G-blf-0030081442,Three Day WW2 Festival,"The Wheatfield Action Project in Belfast will use an award to host a three-day festival that will celebrate the 60th anniversary of WW2. The event will incorporate a WW2 exhibition, 1940's street games, a street party, and various workshops. The group will also be holding a reunion event in august for local war veterans.",2005-06-24,13950.0,360G-blf,The Big Lottery Fund,0.0248866637398
360G-blf-AHF_1_010162871,Poetry Events and Celebration,The CREATE group in Ayrshire will use an award to celebrate the 60th anniversary of WW2 by having WW2 music and art acts performing  at a large community festival event. The event will be open to everyone in the local community.,2005-06-24,3280.0,360G-blf,The Big Lottery Fund,0.0248244780966
360G-blf-0030082378,Sharing war stories,"The Ecclefechan Day Centre for Older People will use an award to hold a programme of activities to commemorate the 60th anniversary of WW2. This will include the production of a reminiscence booklet, a celebration concert, a display of photographs for the community to view, and a series of music and song workshops.",2005-07-15,3131.0,360G-blf,The Big Lottery Fund,0.0247001864661
360G-blf-0030014815,The St. Nicholas Bradfield 900 Group,"This group aim to bring the community together to celebrate the 900th anniversary of the local church in High Bradfield, Sheffield. They will use an award to arrange a series of events throughout the year such as an arts and crafts fair, a music festival and a local history and heritage exhibition. Local children will also be trained by professional musicians and dancers to develop their skills, culminating in a performing arts event.",2009-03-31,6793.0,360G-blf,The Big Lottery Fund,0.0246613160924
360G-blf-0030035660,Art Club,"This school want to offer creative arts activities in an after school club.  This award will enable them run a series of workshops. Dance classes, film making day, drama day, music day and multi disciplinary project.",2005-09-09,4846.0,360G-blf,The Big Lottery Fund,0.0245747048861
360G-blf-0030019573,The Two Thirteen Thirsty Fish Festival,"A project by this community group based in Hackney to hold a three day festival of music and film.  It will involve workshops, concerts, film shows and an ongoing kinetic art exhibition open to all members of the public, who will have the opportunity to make their own films to submit to the festival.",2008-09-16,6376.0,360G-blf,The Big Lottery Fund,0.0245675025558
360G-blf-0030019386,Littleborough Arts Festival 2008,"This group promotes arts and creativity within the community of Littleborough through an annual festival. The festival committee will use the award to expand the activities and duration of the event ti oncrease community involvement. The 2008 festival will include an arts and crafts market, clay modelling workshops and a live music event.The group will also produce a Creative Littleborough Leaflet to encourage a wider appreciation of the arts and bring together local artists.",2008-07-24,9875.0,360G-blf,The Big Lottery Fund,0.0245235687678
360G-blf-0030046585,Outdoor Festival,"Indian Community Association Bracknell will hold a Mela event for the first time with help from a Lottery award.  A Mela is an outdoor festival of music, dance, performance, arts and crafts.  There will be two stages at this free event where a range of community and professional groups will perform throughout the day.  Workshops on cultural dress, dance, cooking and crafts will also be on offer to give the local community a chance to learn about other the ethnic minority cultures in Bracknell.",2006-02-16,5000.0,360G-blf,The Big Lottery Fund,0.024523164022
360G-blf-0030014679,Our World Festival,"This primary school in Norfolk will use the award to hold a multicultural arts festival. This will provide the local community with the opportunity to experience music, art, dance and story telling from a range of cultures. The festival will include performances, workshops and craft activities.",2009-03-12,8200.0,360G-blf,The Big Lottery Fund,0.0245026086261
360G-blf-A4E_3_010116647,Art and Music Workshops,"This Parish Council aims to organise 3 music and 3 full day art workshops , and 3 day Art & Drama Festival based on the story of 'The Blind Beggar of Bethnal Green'. This project will involve local schools and community in Tower Hamlets.",2004-05-21,4449.0,360G-blf,The Big Lottery Fund,0.0244020770712
360G-blf-0030088902,Kirn Art Festival,"This group will manage a public arts festival in Kirn in Argyll and Bute. The event will include exhibitions, workshops and competitions. The grant will pay for display stands, design and printing of promotional fliers, posters and brochures, venue hire, and leader fees for seminar and workshops.",2010-05-21,2500.0,360G-blf,The Big Lottery Fund,0.0243466440118
360G-blf-0030045269,There is no project name available for this record,"This Scarborough based group promote the performing and visual arts.  They will use the award to hold a five month series of arts and crafts workshops in a Whitby community centre, culminating in a celebratory carnival event.",2006-03-15,5000.0,360G-blf,The Big Lottery Fund,0.024345251651
360G-blf-A4E_3_010113002,Boscombe Arts Festival 2004,"Boscombe Arts Festival 2004 will use the award to expand the range of performances and educational workshops, and skills development workshops.",2004-05-06,5000.0,360G-blf,The Big Lottery Fund,0.0243163446623
360G-blf-0030049396,Street arts as part of festival,"This society organises the annual Battle Festival a arts event designed to be fully inclusive.  In order to encourage greater community participation, especially by young people, this year it will offer more street art activities for the first time.  Workshops on circus skills, drumming and percussion for youngsters will take place during the event. An Awards for All grant will be used run youth workshops leading up to the event, the skills workshops during the day and additional publicity.",2006-04-21,5000.0,360G-blf,The Big Lottery Fund,0.0242913636346
360G-blf-0031043431,Pentrebane Summer Festival,"Pertrebane Zone will use the grant to hold a two day community event to celebrate the 1st anniversary of becoming the owners of the local community centre. The celebration will bring people together activities including upcycling workshops, entertainment and family fun day events. This grant for Â£1,570 will fund refreshments, music, crafts and interactive animal area.",2016-12-08T00:00:00+00:00,1570.0,360G-blf,The Big Lottery Fund,0.0242847373031
360G-blf-AHF_1_010160703,Entertainment Medley,"The Paisley Development Association will use their award to hold a day of celebration marking the 60th anniversary of the end of World War Two. Events will include an impromptu party with dance and singing on the exact spot where celebrations took place 60 years ago. Local service groups will put up exhibits of memorabilia and artefacts. A commemorative DVD will be made of the event and a publication will feature photographs, stories and first hand accounts of people's experiences of WW2.",2005-07-08,20000.0,360G-blf,The Big Lottery Fund,0.0242566792449
360G-blf-0030011169,Marsh Hill Community Festival,"This community art group will use an award to hold a three day festival celebrating the history and heritage of North Fylde. The festival will incorporate a range of traditional music, poetry, crafts and dance. The event will be held at the Marsh Mill Village windmill.",2007-03-23,7030.0,360G-blf,The Big Lottery Fund,0.0242393352973
360G-blf-0030019686,World Fest,"A project by this group in Hinckley to hold a family event for the local community, featuring different styles of music and workshops to encourage young people to take an interest in music and the arts. The grant will include funding for pay for band fees, publicity, and materials for arts and crafts.",2008-05-20,3105.0,360G-blf,The Big Lottery Fund,0.0242268242772
360G-blf-0030076229,Bishop's Waltham Festival: Community Participation,"This group would use a grant to hold workshops preceding, during and after an eight-day arts festival.",2008-02-13,6400.0,360G-blf,The Big Lottery Fund,0.0242188551064
360G-blf-0030044504,"Family festival of music, arts, crafts, sports and drama","The money will go towards a Festival of Inclusion in Horsham Park and Pavilions. The mix of sports sessions and hands on art, music and craft workshops on the first day will help to encourage people from the local community to work with and accept people with learning disabilities based at the Forest Hospital. On the second day workshops, displays, activities and stalls will provide an opportunity to explore and learn about different cultures from a diverse range of local cultural groups.",2006-02-16,5000.0,360G-blf,The Big Lottery Fund,0.024207632282
360G-blf-0030002943,Freedom Festival,"This new group organises events for the community.  The project is to hold the first annual Freedom Festival, a six-day event for the community comprising of music, arts, sports, entertainment and other activities.  This will raise cultural awareness, encourage community cohesion and teach new skills through workshops.",2007-07-24,9744.0,360G-blf,The Big Lottery Fund,0.0241758771264
360G-blf-AHF_1_010153060,"A Galaxy of Entertainment, Music, Song and Dance","Iveagh Cultural Association in Lisburn will use an award to commemorate the 60th anniversary of VE Day by carrying out a programme of events including, a Big Band Nite, a Gala Day, a Variety Concert, and a Veterans Celebration Dinner. '",2005-04-28,16286.0,360G-blf,The Big Lottery Fund,0.0241559847416
360G-blf-AHF_1_010154266,Weekend Festival Celebration of VE/VJ Day,"This group will use their award to hold a days activities to celebrate the 60th anniversary of the end of the Second World War. The event will include a display of WW2 vehicles and uniforms, a band playing military and nostalgic wartime music and a projection show of wartime newsreels and bomber raids. To end the event the chairman of the Royal British legion will say the Kohima tribute and a lone bugler will sound the last post.",2005-05-26,13000.0,360G-blf,The Big Lottery Fund,0.024058804726
360G-blf-0030042519,Worldwide Arts Project,A project to run music and art workshops for refugees by this group in Coventry. The group will showcase the work of the participants by holding a live music event and two art exhibitions.,2006-11-10,5000.0,360G-blf,The Big Lottery Fund,0.0240169068346
360G-blf-A4E_3_010140804,Workshops and concerts,"A series of community workshops in dance, music and drama will be arranged, as well as concerts and recitals.",2005-01-06,5000.0,360G-blf,The Big Lottery Fund,0.0239700297288
360G-blf-0030028334,Festival of the Arts,"Group to use grant to launch the first Fulbourn Festival of the Arts in June 2006. Festival will comprise range of events and workshops aimed at including all in the village regardless of age and ability, e.g. arts workshops, music concerts, poetry competition, youth concert.",2006-01-18,5000.0,360G-blf,The Big Lottery Fund,0.0239228951764
360G-blf-0031040282,Community Celebration through Arts,"This project will use the funding to deliver a celebration of arts and culture with a one day event held at Middleton Arena in Rochdale. The event will host a multicultural day of music, art and crafts, henna painting, circus skills, poetry, singing and dancing. This will enable the organisation to promote cultural and diversity awareness and understanding among a diverse community.  ",2016-09-29T00:00:00+00:00,9945.0,360G-blf,The Big Lottery Fund,0.0239123168197
360G-blf-0030045464,Street Music Workshops,The group will use the award to hold street music workshops that will see participants become involved in the Moonraking Festival.,2006-01-11,3800.0,360G-blf,The Big Lottery Fund,0.0238926080186
360G-blf-0030048592,Artistic Workshops,"With help from a Lottery award this group will be able to organise the first Hamsey Parish Carnival.  An award will pay for a series of workshops including costume making, print making and samba music that will be used to create the carnival procession.  The one day event is aimed at getting the whole community involved in putting on an event together.",2006-03-30,4996.0,360G-blf,The Big Lottery Fund,0.0238819466664
360G-blf-0030044539,1 day Festival,"This group works to bring local residents together. They will use the funding for a 2 day festival to celebrate the 40th anniversary of the estate. Day one will focus on kids, looking at arts/crafts and heritage activities. Day two will be a family heritage day with performances by local artists, arts & crafts workshops and info on local history and themed walks.",2006-03-15,4982.0,360G-blf,The Big Lottery Fund,0.0238294658807
360G-blf-A4E_3_010143297,Arts Festival,"This charity will host a 2-day Arts Festival on Town Park in Wisbech, involving 32 local bands and a range of children's activities, such as circus skills workshops. The festival will be organised in collaboration with other organisations, including Fenland District Council, Wisbech Tourism and the Fenland Arts Association, and will provide an opportunity for more local people to access the arts. The award will contribute to all the costs associated with the event.",2005-01-18,5000.0,360G-blf,The Big Lottery Fund,0.0238045165526
360G-blf-AHF_1_010158394,VE Day Celebration/Dance,"A project to commemorate the 60th anniversary of the end of WW2 with the provision of 2 celebratory events for VE and VJ day for the benefit of members of this group based in Leominster, Herefordshire.",2005-04-27,955.0,360G-blf,The Big Lottery Fund,0.0237990375852
360G-blf-0030004797,Wath Community Festival,"This group would use a grant to develop a festival for the local community. The developments would include a marquee, which would be used to stage music and dance events. Several of the dance groups will run workshops for the attendees.",2008-01-09,7450.0,360G-blf,The Big Lottery Fund,0.0237985097725
360G-blf-0030001245,Bamford Dancing,"An award for a project to hold a dance festival in Bamford in rural Hope Valley. The festival will be made up of three elements: a rural-outdoors themed series of dance workshops, six Rapper dance workshops, and an evening performance demonstrating the skills learned at the workshops. The grant will include funding for workshop fees, exhibit materials and performers fees.",2007-07-16,2684.0,360G-blf,The Big Lottery Fund,0.0237451062488
360G-blf-A4E_3_010108328,There is no project name available for this record,"This group will use the award to develop their local free festival by running art and craft workshops in ethnic minority communities prior to the event, encouraging new audiences to participate in organising the festival. equipment hire; publicity; arts workshops.",2004-04-23,4973.0,360G-blf,The Big Lottery Fund,0.0237360887239
360G-blf-0030043480,Choral Workshops,The choir provides vocal music for the enjoyment of local communities. The award will be used to hold a series of vocal workshops open to members and non-members alike. The workshops will provide access to quality training and increase interest in the work of the group with a view to recruiting new members.,2006-09-20,1325.0,360G-blf,The Big Lottery Fund,0.0237212158344
360G-blf-0030019667,Melksham Commuity Arts Festival,"A project by this community group based in Melksham, Wiltshire, will hold a programme of free arts events leading up to and culminating in a two day community arts festival. The grant will pay for venue hire, publicity, festival equipment, materials, event insurance, volunteer expenses and first aid cover.",2008-05-19,5645.0,360G-blf,The Big Lottery Fund,0.0237186620072
360G-blf-A4E_3_010145668,Raunds March,"This group was set up in June 2002 to create a festival of music and arts for Raunds involving all parts of the community. The project is to add an additional element to the festival, celebrating the Raunds March of 1905 through music and arts from that period in time. The award is for a six week art project, performance workshops and performance costs.",2005-02-11,3175.0,360G-blf,The Big Lottery Fund,0.0237153289531
360G-blf-0030013444,George Ewart Evans at 100 - A Celebration,"This archive group based in Blaxhall will use the award to hold a two day heritage event to celebrate the centenary of the birth of George Ewart Evans, 'the father of oral history'. The event will be hosted at various venues in Blaxhall and will include heritage studies, traditional music and dance performances, crafts, a one day seminar and a short play. The event will be open to the local community of Blaxhall.",2009-05-27,4260.0,360G-blf,The Big Lottery Fund,0.0236061645817
360G-blf-0030002727,Harrow Rec. Performing Arts Festival,A project by this community group in Harrow to stage a one day performing arts day to bring together families and the wider community in a shared cultural experience. The event will also incorporate other art and craft forms providing hands on workshops for those attending.,2007-06-19,3716.0,360G-blf,The Big Lottery Fund,0.0236032506895
360G-blf-A4E_3_010123155,There is no project name available for this record,"This group plays unamplified street music, enabling members of the community to experience world music.  It will use the award to hold a series of events featuring community arts groups and workshops to celebrate their 20th birthday. hire of venue for one week; workshop leaders fees; graphic design and photography; expenses and small fee for community bands.",2004-07-22,4900.0,360G-blf,The Big Lottery Fund,0.0236004392848
360G-blf-0031040177,Mossley Festival of Arts and Culture,"This project will use the funding to deliver 20 open community workshops across every area of the town. These workshops will consist of music, dance, art, spoken word, theatre and a festival on 19th July 2017. This will enable the organisation to bring communities from either side of the Pennine valley together to learn about each other, their area and celebrate their community together.  ",2016-09-29T00:00:00+00:00,10000.0,360G-blf,The Big Lottery Fund,0.0235815334864
360G-blf-0030000453,Sinfin Community Arts - World Music,"This is an award for a project by Sinfin Community Arts based in Derby. They will provide music workshops to local primary and secondary school using songs from around the world. The grant will include funding for musical equipment, workshops, and venue hire.",2007-07-16,7339.0,360G-blf,The Big Lottery Fund,0.0235745507455
360G-blf-0031040649,The Inaugural Milton Music & Arts Festival,The Inaugural Milton Music & Arts Festival,2016-10-06T00:00:00+00:00,5000.0,360G-blf,The Big Lottery Fund,0.023489982202
360G-blf-AHF_1_010165918,The Jitterbug Project,"This group will use their award to hold the Jitterbug Project which will provide a programme of arts activity which involves older people, primary school children and artists culminating in a music theatre / party event with a live big band. The project as a whole reflects on and celebrates the role of music, dance and fashion in London during the Second World War. Dance workshops for all ages groups will create dialogues between the different age groups.",2005-07-15,20000.0,360G-blf,The Big Lottery Fund,0.0234764353492
360G-blf-0031016902,Family Music and Arts Workshops,Not Available,2014-12-01,9875.0,360G-blf,The Big Lottery Fund,0.0234704412232
360G-blf-0030027700,Peculier Union,"This group runs a bi-annual arts festival and other arts activities.  They will use the award to programme a range of different art events for the 2006 festival including film, music, comedy, poetry, and visual arts, particularly focussing on young people.",2005-09-21,4000.0,360G-blf,The Big Lottery Fund,0.0234661725894
360G-blf-0030038986,Time Arts Festival,"The Portsmouth-based Time Arts Festival will provide digital arts workshops, music concerts and poetry slam.",2006-11-16,5400.0,360G-blf,The Big Lottery Fund,0.0234618686246
360G-blf-0030039774,Light Hearted Leaps,"Lymm Festival is a annual event that gives the community an opportunity to come together and take part in the 10 day event.  The project will support activities taking place which include visual arts, dance, drama, music, poetry, storytelling, environmental and local history events.",2006-05-24,5000.0,360G-blf,The Big Lottery Fund,0.0234584502548
360G-blf-0031021728,"A4A - Acomb Dance, Arts & Music (ADAM) Festival","The organisation will use the funding to hold a dance, arts and music festival for the whole community. This will provide a social event for local residents which will reduce isolation amongst older people and improve community cohesion.",2015-05-06T00:00:00+00:00,9988.0,360G-blf,The Big Lottery Fund,0.0234542870116
360G-blf-A4E_3_010109576,Arts Workshops,Art group to arrange all day workshops where a professional artist will give demonstrations and help with techniques. The events will be advertised so that members of the public can also attend and the work will be exhibited to the community.,2004-04-22,560.0,360G-blf,The Big Lottery Fund,0.0234508611271
360G-blf-AHF_1_010153165,VE Day Celebration,"Whepstead Community Association in Suffolk will use an award to hold a V.E. Day anniversary celebration event, this will include 1940's music, a short service of remembrance, and a firework finale. The event will be open to everyone in the community.",2005-04-14,2775.0,360G-blf,The Big Lottery Fund,0.0234480443414
360G-blf-A4E_3_010151639,Summer Festival - Flags of All Nations - workshops,Cultural/heritage society will use an award to engage artists to provide workshops within the 2005 Peterborough Festival under a theme of Flags of All Nations. They will lead the various workshops to make festival visitors aware of the specific skills reflected in the many facets of the arts and culture of Japan and provide opportunities for people to take part in the workshops.,2005-04-21,4990.0,360G-blf,The Big Lottery Fund,0.0234441541488
360G-blf-0030011196,Art Workshops,"The group promotes events within its area for the local community, the grant will enable the group to run a series of workshops in connection with the Magnus Barelegs Viking Festival.",2007-05-09,4810.0,360G-blf,The Big Lottery Fund,0.0234349201725
360G-blf-0031036123,Lochwinnoch Arts Festival 2017 'A village of culture and heritage',"This group will organise an annual ten day festival that incorporates music, dance, literature, visual arts and drama. They will use the funding for this yearâ€™s festival.",2016-06-14T00:00:00+00:00,4600.0,360G-blf,The Big Lottery Fund,0.0234307140327
360G-blf-0030030376,Centenary Celebrations,"The group provide arts events, concerts and educational workshops. The award will fund various arts workshops with physically disabled school children, as well as out of school music and poetry sessions and the production of a CD.",2005-11-16,5000.0,360G-blf,The Big Lottery Fund,0.0233933110331
360G-blf-0030031817,Folk Workshops,"The Banbury Folk Association promotes folk music, song and dance through their annual festival and workshops. This year the group will organise workshops targeted at young people in song writing, story telling, theatre, dance, guitar and fiddle playing. The workshops are designed to increase awareness, interest and participation in folk music, dance and traditions.",2004-08-20,4390.0,360G-blf,The Big Lottery Fund,0.0233366371289
360G-blf-0031040752,Pulling Together,"This project will use funding to bring together the whole community. Over ten months the group will hold a series of cultural gatherings and workshops leading to an intergenerational culture day to celebrate local ethnic communities. Activities will include storytelling, cooking, dance workshops and music.",2016-10-13T00:00:00+00:00,9949.0,360G-blf,The Big Lottery Fund,0.0233058644194
360G-blf-AHF_1_010166669,WW2 Nostalgia Day,Age Concern Birmingham has been awarded a grant to enable them to carry out a Nostalgia day as part of their celebration and commemoration of the 60th anniversary of the end of WW2. The Nostalgia Day will be supplied for a number of veterans and their carers. Which will include live entrainment in the form of a ballroom dance done by 4 dancers from the Broadway Dance Centre music from the era. The event will culminate with a Sing-a-long that will start with music from the 30's to the 50's.,2005-08-12,4523.0,360G-blf,The Big Lottery Fund,0.0233038440713
360G-blf-A4E_3_010119718,music event,"A project to stage a summer music festival that will enable local musicians and artists of all ages and styles to perform and entertain the local community.T he grant will pay for arts workshops, staging materials and equipment.",2004-11-02,5000.0,360G-blf,The Big Lottery Fund,0.0232736867943
360G-blf-0030044891,Art and identity workshops,This award would be used to run various workshops exploring identity through arts and material objects.,2006-02-22,5000.0,360G-blf,The Big Lottery Fund,0.0232688220833
360G-blf-0030012934,May Day Gras,A project by this community group in Truro to provide a two-day event of workshops in carnival arts skills and a parade. The project aims to give people in the community the opportunity to gain skills in music and dance and celebrate diverse cultures.,2009-03-31,4500.0,360G-blf,The Big Lottery Fund,0.0232451518839
360G-blf-0030001316,New Testament Welfare Association- 20th Anniversary Celebrations,"This group will hold an open day event to celebrate their 20th anniversary themed around the Bicentenary of the Abolition of the Slave Trade Act. The event will include entertainment from Gospel music, drama and an art exhibition.",2007-11-19,6450.0,360G-blf,The Big Lottery Fund,0.0232336273887
360G-blf-0030003999,Cameroon National and African Unity Day Festival,"This newly formed Cameroonian community association will use an award to organise a unity day festival to raise the profile of the African community.  The day include a football tournament, cultural food stalls, arts and crafts, cultural dancing and art workshops.",2008-04-09,9900.0,360G-blf,The Big Lottery Fund,0.0232317395234
360G-blf-0030002467,Haworth Arts Festival 2007,"This group promote community involvement in high quality arts activities. They will use an award to organise Haworth Arts Festival 2007. Activities will include family craft workshops, a story telling trail, street theatre, music, drama and poetry readings.",2007-08-10,5000.0,360G-blf,The Big Lottery Fund,0.0232116401053
360G-blf-0030035697,Music Festival,"Portchester Community School will be able to host a four day music festival with help from a Lottery award.  The school will hold a series of workshops on Cuban music, song writing and soul music to create new pieces that will be performed during the festival.  There will also be performances by a massed choir and steel band made up from eighteen local schools, Fareham Philharmonic and university students.",2005-06-20,4800.0,360G-blf,The Big Lottery Fund,0.0231842027163
360G-blf-0030055040,Three Lochs Book and Arts Festival 2012,"The group will stage a three day festival featuring a range of arts events and workshops.  Participants will develop new skills and increase their appreciation of the arts. The grant will fund publicity costs, authors and artists fees, catering and pay for film licences.",2012-04-10,8200.0,360G-blf,The Big Lottery Fund,0.0231796561221
