Identifier,Title,Description,Award Date,Amount Awarded,Funding Org:Identifier,Funding Org:Name,DocumentWeight
360G-BirminghamCC-1003131,Community Support - Mental Health,COMMUNITY SUPPORT - MENTAL HEALTH; Health and wellbeing; ,2014-10-01T00:00:00+00:00,1750.0,GB-LAE-BIR,Birmingham City Council,0.04516767734
360G-BirminghamCC-1002430,Community Support - Mental Health,COMMUNITY SUPPORT - MENTAL HEALTH; Health and wellbeing; ,2015-04-01T00:00:00+00:00,3496.0,GB-LAE-BIR,Birmingham City Council,0.04516767734
360G-BirminghamCC-1002875,Community Support - Mental Health,COMMUNITY SUPPORT - MENTAL HEALTH; Health and wellbeing; ,2016-04-01T00:00:00+00:00,1748.0,GB-LAE-BIR,Birmingham City Council,0.04516767734
360G-BirminghamCC-1002458,Mental Health Community Support,MENTAL HEALTH COMMUNITY SUPPORT; Health and wellbeing; Adult Social Care & Health Third Sector Grants - Mental Health,2014-10-01T00:00:00+00:00,89369.5,GB-LAE-BIR,Birmingham City Council,0.0442789955083
360G-BirminghamCC-1002329,The Mental Health Project,THE MENTAL HEALTH PROJECT; Health and wellbeing; Adult Social Care & Health Third Sector Grants  - Advice and support,2014-10-01T00:00:00+00:00,87500.0,GB-LAE-BIR,Birmingham City Council,0.0438567069426
360G-BirminghamCC-1002824,Mental Health Project,MENTAL HEALTH PROJECT; Health and wellbeing; Adult Social Care & Health Third Sector Grants  - Advice and support,2016-04-01T00:00:00+00:00,73930.0,GB-LAE-BIR,Birmingham City Council,0.0438567069426
360G-BirminghamCC-1002807,Mental Health Project,MENTAL HEALTH PROJECT; Health and wellbeing; Adult Social Care & Health Third Sector Grants  - Advice and support,2015-04-01T00:00:00+00:00,157500.0,GB-LAE-BIR,Birmingham City Council,0.0438567069426
360G-blf-0031007477,Mental Health Project,Not Available,2014-04-15,9953.0,360G-blf,The Big Lottery Fund,0.0429060057841
360G-blf-0031011395,Pinkston mental health,Not Available,2014-07-09,9875.0,360G-blf,The Big Lottery Fund,0.0429060057841
360G-LondonCatalyst-1230062400000VD0XeAAL,Hope4BarkingDagenham - 1,Mental Health Assistance.,2017-09-05T00:00:00+00:00,3000.0,GB-CHC-1066739,London Catalyst,0.0429060057841
