Funding Org:Name,Date,DocumentWeight,Amount Awarded,Identifier,Topic
BBC Children in Need,2014,0.0549976534523,230177.0,2,topic12
BBC Children in Need,2015,0.155645768256,226707.0,6,topic12
Birmingham City Council,2014,0.0817230441025,167804.65,3,topic12
Birmingham City Council,2015,0.0708108658714,3500.0,2,topic12
Cheshire Community Foundation,2017,0.055165689862,7167.48,2,topic12
Co-operative Group,2017,0.723404066306,63599.13,27,topic12
Comic Relief ,2015,0.168915100571,1026192.0,5,topic12
Comic Relief ,2016,0.0544266596701,540000.0,2,topic12
Community Foundation for Surrey,2016,0.0573644624478,1100.0,2,topic12
Community Foundation serving Tyne & Wear and Northumberland,2015,0.060247898262,12100.0,2,topic12
Community Foundation serving Tyne & Wear and Northumberland,2016,0.265878663152,20638.0,7,topic12
Community Foundation serving Tyne & Wear and Northumberland,2017,0.0252694917564,1000.0,1,topic12
Corra Foundation,2016,0.0297801585071,3500.0,1,topic12
Esmée Fairbairn Foundation,2008,0.0303072698122,10000.0,1,topic12
Esmée Fairbairn Foundation,2013,0.0253340741139,138209.0,1,topic12
Esmée Fairbairn Foundation,2015,0.0244111006062,150000.0,1,topic12
Essex Community Foundation,2016,0.0275792914798,1500.0,1,topic12
Essex Community Foundation,2017,0.0275792914798,1750.0,1,topic12
Essex Community Foundation,2018,0.0246695995453,5000.0,1,topic12
Greenham Common Trust,2015,0.0271391255196,61.0,1,topic12
Heart Of England Community Foundation,2016,0.0264573900156,1000.0,1,topic12
Indigo Trust,2004,0.0317064993154,20000.0,1,topic12
Joseph Rowntree Foundation,2016,0.0276322612794,5000.0,1,topic12
Joseph Rowntree Foundation,2017,0.0295481300923,6032.0,1,topic12
Lankelly Chase Foundation,2015,0.0322579380929,150000.0,1,topic12
Lloyds Bank Foundation for England and Wales,2011,0.0262717223639,22200.0,1,topic12
Lloyds Bank Foundation for England and Wales,2013,0.111538895973,80400.0,4,topic12
Lloyds Bank Foundation for England and Wales,2014,0.0518246503505,59300.0,2,topic12
London Catalyst,2012,0.0276782742941,4742.0,1,topic12
Northern Rock Foundation,2001,0.0267091044647,43190.0,1,topic12
Oxfordshire Community Foundation,2015,0.0466390417366,2000.0,1,topic12
Oxfordshire Community Foundation,2016,0.024249689176,1271.0,1,topic12
Oxfordshire Community Foundation,2017,0.0466390417366,1800.0,1,topic12
Paul Hamlyn Foundation,2006,0.025160642069,4920.0,1,topic12
Paul Hamlyn Foundation,2007,0.0423024266083,4860.0,1,topic12
